strat,init_dist,p_om,time_taken 
1,17,0.4,13
2,17,0.4,19
3,17,0.4,22
1,16,0.5,11
2,16,0.5,34
3,16,0.5,16
1,15,0.1,15
2,15,0.1,113
3,15,0.1,63
1,16,0.2,19
2,16,0.2,43
3,16,0.2,39
1,17,0.3,17
2,17,0.3,17
3,17,0.3,30
1,12,0.4,11
2,12,0.4,24
3,12,0.4,17
1,16,0.5,21
2,16,0.5,19
3,16,0.5,16
1,18,0.1,18
2,18,0.1,118
3,18,0.1,107
1,15,0.2,22
2,15,0.2,59
3,15,0.2,41
1,19,0.3,17
2,19,0.3,36
3,19,0.3,28
1,17,0.4,18
2,17,0.4,44
3,17,0.4,24
1,12,0.5,10
2,12,0.5,8
3,12,0.5,12
1,18,0.1,18
2,18,0.1,139
3,18,0.1,93
1,12,0.2,9
2,12,0.2,26
3,12,0.2,26
1,15,0.3,16
2,15,0.3,20
3,15,0.3,18
1,14,0.4,15
2,14,0.4,21
3,14,0.4,18
1,14,0.5,17
2,14,0.5,26
3,14,0.5,14
1,14,0.1,13
2,14,0.1,77
3,14,0.1,82
1,12,0.2,13
2,12,0.2,54
3,12,0.2,34
1,15,0.3,16
2,15,0.3,26
3,15,0.3,30
1,17,0.4,16
2,17,0.4,27
3,17,0.4,22
1,11,0.5,13
2,11,0.5,11
3,11,0.5,11
1,19,0.1,17
2,19,0.1,173
3,19,0.1,71
1,14,0.2,15
2,14,0.2,54
3,14,0.2,39
1,15,0.3,14
2,15,0.3,26
3,15,0.3,30
1,13,0.4,15
2,13,0.4,16
3,13,0.4,14
1,19,0.5,19
2,19,0.5,51
3,19,0.5,19
1,12,0.1,13
2,12,0.1,78
3,12,0.1,94
1,12,0.2,14
2,12,0.2,58
3,12,0.2,36
1,18,0.3,17
2,18,0.3,27
3,18,0.3,29
1,10,0.4,9
2,10,0.4,8
3,10,0.4,14
1,18,0.5,12
2,18,0.5,22
3,18,0.5,18
1,15,0.1,17
2,15,0.1,80
3,15,0.1,130
1,12,0.2,12
2,12,0.2,64
3,12,0.2,31
1,11,0.3,14
2,11,0.3,27
3,11,0.3,15
1,18,0.4,22
2,18,0.4,27
3,18,0.4,22
1,11,0.5,15
2,11,0.5,13
3,11,0.5,11
1,11,0.1,14
2,11,0.1,194
3,11,0.1,51
1,19,0.2,22
2,19,0.2,70
3,19,0.2,47
1,13,0.3,14
2,13,0.3,20
3,13,0.3,22
1,17,0.4,11
2,17,0.4,38
3,17,0.4,19
1,11,0.5,11
2,11,0.5,19
3,11,0.5,11
1,12,0.1,12
2,12,0.1,183
3,12,0.1,50
1,16,0.2,20
2,16,0.2,37
3,16,0.2,39
1,15,0.3,17
2,15,0.3,42
3,15,0.3,19
1,10,0.4,7
2,10,0.4,21
3,10,0.4,11
1,10,0.5,12
2,10,0.5,15
3,10,0.5,10
1,15,0.1,13
2,15,0.1,148
3,15,0.1,69
1,18,0.2,18
2,18,0.2,81
3,18,0.2,59
1,18,0.3,17
2,18,0.3,24
3,18,0.3,42
1,19,0.4,16
2,19,0.4,27
3,19,0.4,23
1,11,0.5,12
2,11,0.5,19
3,11,0.5,11
1,13,0.1,12
2,13,0.1,76
3,13,0.1,94
1,11,0.2,14
2,11,0.2,62
3,11,0.2,33
1,10,0.3,11
2,10,0.3,23
3,10,0.3,18
1,14,0.4,12
2,14,0.4,45
3,14,0.4,17
1,17,0.5,24
2,17,0.5,20
3,17,0.5,17
1,15,0.1,11
2,15,0.1,115
3,15,0.1,74
1,10,0.2,8
2,10,0.2,38
3,10,0.2,19
1,11,0.3,13
2,11,0.3,55
3,11,0.3,14
1,17,0.4,12
2,17,0.4,24
3,17,0.4,24
1,13,0.5,14
2,13,0.5,28
3,13,0.5,13
1,18,0.1,19
2,18,0.1,200
3,18,0.1,100
1,18,0.2,15
2,18,0.2,59
3,18,0.2,50
1,10,0.3,9
2,10,0.3,13
3,10,0.3,11
1,16,0.4,17
2,16,0.4,15
3,16,0.4,21
1,15,0.5,17
2,15,0.5,23
3,15,0.5,15
1,16,0.1,19
2,16,0.1,82
3,16,0.1,93
1,11,0.2,10
2,11,0.2,44
3,11,0.2,28
1,16,0.3,24
2,16,0.3,38
3,16,0.3,26
1,14,0.4,15
2,14,0.4,23
3,14,0.4,19
1,10,0.5,7
2,10,0.5,6
3,10,0.5,10
1,14,0.1,13
2,14,0.1,157
3,14,0.1,61
1,15,0.2,18
2,15,0.2,32
3,15,0.2,33
1,17,0.3,22
2,17,0.3,59
3,17,0.3,31
1,16,0.4,11
2,16,0.4,58
3,16,0.4,23
1,17,0.5,17
2,17,0.5,25
3,17,0.5,17
1,12,0.1,11
2,12,0.1,36
3,12,0.1,102
1,17,0.2,16
2,17,0.2,57
3,17,0.2,46
1,10,0.3,10
2,10,0.3,55
3,10,0.3,17
1,18,0.4,15
2,18,0.4,27
3,18,0.4,19
1,16,0.5,14
2,16,0.5,28
3,16,0.5,16
1,18,0.1,16
2,18,0.1,98
3,18,0.1,101
1,19,0.2,20
2,19,0.2,68
3,19,0.2,37
1,17,0.3,24
2,17,0.3,59
3,17,0.3,27
1,15,0.4,16
2,15,0.4,22
3,15,0.4,19
1,16,0.5,13
2,16,0.5,20
3,16,0.5,16
1,15,0.1,17
2,15,0.1,111
3,15,0.1,66
1,19,0.2,18
2,19,0.2,51
3,19,0.2,51
1,13,0.3,12
2,13,0.3,36
3,13,0.3,20
1,13,0.4,13
2,13,0.4,21
3,13,0.4,20
1,12,0.5,10
2,12,0.5,19
3,12,0.5,12
1,13,0.1,14
2,13,0.1,56
3,13,0.1,62
1,13,0.2,11
2,13,0.2,49
3,13,0.2,35
1,16,0.3,11
2,16,0.3,47
3,16,0.3,26
1,11,0.4,14
2,11,0.4,18
3,11,0.4,14
1,16,0.5,18
2,16,0.5,14
3,16,0.5,16
1,12,0.1,10
2,12,0.1,29
3,12,0.1,67
1,10,0.2,10
2,10,0.2,16
3,10,0.2,23
1,19,0.3,20
2,19,0.3,40
3,19,0.3,37
1,16,0.4,13
2,16,0.4,19
3,16,0.4,18
1,19,0.5,15
2,19,0.5,32
3,19,0.5,19
1,12,0.1,10
2,12,0.1,103
3,12,0.1,46
1,19,0.2,19
2,19,0.2,107
3,19,0.2,39
1,14,0.3,15
2,14,0.3,24
3,14,0.3,32
1,18,0.4,17
2,18,0.4,27
3,18,0.4,22
1,17,0.5,18
2,17,0.5,20
3,17,0.5,17
1,18,0.1,17
2,18,0.1,109
3,18,0.1,83
1,18,0.2,22
2,18,0.2,59
3,18,0.2,53
1,17,0.3,19
2,17,0.3,43
3,17,0.3,35
1,10,0.4,8
2,10,0.4,18
3,10,0.4,11
1,19,0.5,22
2,19,0.5,20
3,19,0.5,19
1,12,0.1,14
2,12,0.1,53
3,12,0.1,63
1,10,0.2,10
2,10,0.2,32
3,10,0.2,19
1,11,0.3,15
2,11,0.3,33
3,11,0.3,20
1,18,0.4,18
2,18,0.4,31
3,18,0.4,20
1,18,0.5,13
2,18,0.5,18
3,18,0.5,18
1,11,0.1,12
2,11,0.1,43
3,11,0.1,59
1,11,0.2,16
2,11,0.2,66
3,11,0.2,21
1,11,0.3,10
2,11,0.3,33
3,11,0.3,23
1,16,0.4,16
2,16,0.4,15
3,16,0.4,21
1,19,0.5,25
2,19,0.5,26
3,19,0.5,19
1,13,0.1,18
2,13,0.1,68
3,13,0.1,61
1,14,0.2,10
2,14,0.2,47
3,14,0.2,35
1,10,0.3,7
2,10,0.3,23
3,10,0.3,28
1,18,0.4,14
2,18,0.4,19
3,18,0.4,22
1,14,0.5,14
2,14,0.5,19
3,14,0.5,14
1,12,0.1,12
2,12,0.1,47
3,12,0.1,30
1,10,0.2,10
2,10,0.2,32
3,10,0.2,36
1,16,0.3,15
2,16,0.3,39
3,16,0.3,25
1,13,0.4,13
2,13,0.4,22
3,13,0.4,14
1,17,0.5,21
2,17,0.5,30
3,17,0.5,17
1,14,0.1,15
2,14,0.1,49
3,14,0.1,67
1,12,0.2,12
2,12,0.2,27
3,12,0.2,26
1,11,0.3,12
2,11,0.3,18
3,11,0.3,15
1,11,0.4,12
2,11,0.4,9
3,11,0.4,13
1,12,0.5,6
2,12,0.5,26
3,12,0.5,12
1,14,0.1,15
2,14,0.1,51
3,14,0.1,112
1,11,0.2,12
2,11,0.2,24
3,11,0.2,26
1,15,0.3,13
2,15,0.3,21
3,15,0.3,21
1,10,0.4,21
2,10,0.4,20
3,10,0.4,11
1,18,0.5,13
2,18,0.5,23
3,18,0.5,18
1,11,0.1,9
2,11,0.1,69
3,11,0.1,36
1,19,0.2,18
2,19,0.2,47
3,19,0.2,66
1,13,0.3,10
2,13,0.3,21
3,13,0.3,17
1,16,0.4,22
2,16,0.4,27
3,16,0.4,20
1,17,0.5,19
2,17,0.5,12
3,17,0.5,17
1,13,0.1,10
2,13,0.1,81
3,13,0.1,54
1,18,0.2,18
2,18,0.2,49
3,18,0.2,32
1,17,0.3,18
2,17,0.3,52
3,17,0.3,23
1,12,0.4,13
2,12,0.4,16
3,12,0.4,20
1,19,0.5,30
2,19,0.5,34
3,19,0.5,19
1,14,0.1,14
2,14,0.1,155
3,14,0.1,48
1,18,0.2,22
2,18,0.2,106
3,18,0.2,39
1,14,0.3,13
2,14,0.3,21
3,14,0.3,25
1,11,0.4,11
2,11,0.4,26
3,11,0.4,13
1,12,0.5,19
2,12,0.5,22
3,12,0.5,12
1,13,0.1,13
2,13,0.1,61
3,13,0.1,71
1,15,0.2,14
2,15,0.2,52
3,15,0.2,46
1,11,0.3,7
2,11,0.3,16
3,11,0.3,13
1,14,0.4,13
2,14,0.4,19
3,14,0.4,19
1,12,0.5,8
2,12,0.5,19
3,12,0.5,12
1,11,0.1,13
2,11,0.1,46
3,11,0.1,84
1,15,0.2,16
2,15,0.2,84
3,15,0.2,37
1,14,0.3,15
2,14,0.3,38
3,14,0.3,20
1,10,0.4,6
2,10,0.4,14
3,10,0.4,13
1,14,0.5,13
2,14,0.5,14
3,14,0.5,14
1,19,0.1,19
2,19,0.1,66
3,19,0.1,99
1,17,0.2,14
2,17,0.2,57
3,17,0.2,46
1,19,0.3,20
2,19,0.3,49
3,19,0.3,28
1,11,0.4,20
2,11,0.4,12
3,11,0.4,12
1,11,0.5,10
2,11,0.5,15
3,11,0.5,11
1,17,0.1,18
2,17,0.1,95
3,17,0.1,64
1,11,0.2,14
2,11,0.2,16
3,11,0.2,18
1,19,0.3,16
2,19,0.3,33
3,19,0.3,29
1,18,0.4,22
2,18,0.4,30
3,18,0.4,20
1,19,0.5,19
2,19,0.5,24
3,19,0.5,19
1,12,0.1,12
2,12,0.1,169
3,12,0.1,68
1,15,0.2,23
2,15,0.2,53
3,15,0.2,35
1,19,0.3,18
2,19,0.3,22
3,19,0.3,28
1,15,0.4,13
2,15,0.4,46
3,15,0.4,22
1,13,0.5,10
2,13,0.5,38
3,13,0.5,13
1,15,0.1,14
2,15,0.1,159
3,15,0.1,68
1,16,0.2,15
2,16,0.2,49
3,16,0.2,50
1,19,0.3,16
2,19,0.3,29
3,19,0.3,38
1,10,0.4,8
2,10,0.4,21
3,10,0.4,12
1,18,0.5,13
2,18,0.5,11
3,18,0.5,18
1,17,0.1,17
2,17,0.1,97
3,17,0.1,99
1,13,0.2,12
2,13,0.2,34
3,13,0.2,31
1,12,0.3,13
2,12,0.3,27
3,12,0.3,24
1,16,0.4,12
2,16,0.4,26
3,16,0.4,20
1,13,0.5,14
2,13,0.5,25
3,13,0.5,13
1,12,0.1,10
2,12,0.1,73
3,12,0.1,76
1,11,0.2,14
2,11,0.2,76
3,11,0.2,37
1,10,0.3,9
2,10,0.3,20
3,10,0.3,18
1,13,0.4,10
2,13,0.4,30
3,13,0.4,14
1,17,0.5,15
2,17,0.5,25
3,17,0.5,17
1,12,0.1,14
2,12,0.1,69
3,12,0.1,47
1,14,0.2,16
2,14,0.2,97
3,14,0.2,34
1,19,0.3,18
2,19,0.3,41
3,19,0.3,28
1,11,0.4,11
2,11,0.4,31
3,11,0.4,15
1,19,0.5,17
2,19,0.5,22
3,19,0.5,19
1,11,0.1,9
2,11,0.1,73
3,11,0.1,62
1,11,0.2,9
2,11,0.2,46
3,11,0.2,20
1,15,0.3,14
2,15,0.3,36
3,15,0.3,24
1,10,0.4,11
2,10,0.4,11
3,10,0.4,11
1,16,0.5,19
2,16,0.5,17
3,16,0.5,16
1,12,0.1,11
2,12,0.1,53
3,12,0.1,54
1,11,0.2,12
2,11,0.2,25
3,11,0.2,22
1,18,0.3,22
2,18,0.3,24
3,18,0.3,28
1,12,0.4,16
2,12,0.4,16
3,12,0.4,14
1,10,0.5,6
2,10,0.5,9
3,10,0.5,10
1,18,0.1,16
2,18,0.1,183
3,18,0.1,95
1,11,0.2,11
2,11,0.2,31
3,11,0.2,28
1,15,0.3,16
2,15,0.3,39
3,15,0.3,27
1,13,0.4,13
2,13,0.4,16
3,13,0.4,14
1,11,0.5,11
2,11,0.5,7
3,11,0.5,11
1,12,0.1,12
2,12,0.1,55
3,12,0.1,40
1,19,0.2,15
2,19,0.2,94
3,19,0.2,59
1,14,0.3,17
2,14,0.3,30
3,14,0.3,21
1,13,0.4,13
2,13,0.4,23
3,13,0.4,14
1,14,0.5,18
2,14,0.5,33
3,14,0.5,14
1,12,0.1,14
2,12,0.1,100
3,12,0.1,77
1,12,0.2,9
2,12,0.2,70
3,12,0.2,22
1,17,0.3,21
2,17,0.3,30
3,17,0.3,25
1,12,0.4,14
2,12,0.4,33
3,12,0.4,12
1,12,0.5,13
2,12,0.5,17
3,12,0.5,12
1,11,0.1,11
2,11,0.1,66
3,11,0.1,74
1,19,0.2,20
2,19,0.2,88
3,19,0.2,58
1,12,0.3,12
2,12,0.3,29
3,12,0.3,17
1,18,0.4,13
2,18,0.4,49
3,18,0.4,21
1,16,0.5,14
2,16,0.5,22
3,16,0.5,16
1,10,0.1,8
2,10,0.1,34
3,10,0.1,46
1,13,0.2,14
2,13,0.2,62
3,13,0.2,45
1,13,0.3,12
2,13,0.3,20
3,13,0.3,24
1,18,0.4,26
2,18,0.4,28
3,18,0.4,21
1,17,0.5,20
2,17,0.5,22
3,17,0.5,17
1,10,0.1,10
2,10,0.1,79
3,10,0.1,39
1,17,0.2,14
2,17,0.2,49
3,17,0.2,53
1,19,0.3,19
2,19,0.3,45
3,19,0.3,25
1,11,0.4,8
2,11,0.4,8
3,11,0.4,20
1,17,0.5,23
2,17,0.5,19
3,17,0.5,17
1,12,0.1,10
2,12,0.1,63
3,12,0.1,39
1,12,0.2,9
2,12,0.2,22
3,12,0.2,27
1,14,0.3,20
2,14,0.3,19
3,14,0.3,25
1,13,0.4,9
2,13,0.4,16
3,13,0.4,15
1,14,0.5,11
2,14,0.5,18
3,14,0.5,14
1,16,0.1,18
2,16,0.1,121
3,16,0.1,96
1,17,0.2,23
2,17,0.2,40
3,17,0.2,30
1,18,0.3,20
2,18,0.3,35
3,18,0.3,24
1,14,0.4,15
2,14,0.4,23
3,14,0.4,18
1,13,0.5,12
2,13,0.5,20
3,13,0.5,13
1,13,0.1,11
2,13,0.1,119
3,13,0.1,77
1,12,0.2,11
2,12,0.2,72
3,12,0.2,34
1,14,0.3,14
2,14,0.3,21
3,14,0.3,17
1,12,0.4,16
2,12,0.4,39
3,12,0.4,14
1,14,0.5,18
2,14,0.5,40
3,14,0.5,14
1,14,0.1,14
2,14,0.1,168
3,14,0.1,42
1,19,0.2,16
2,19,0.2,68
3,19,0.2,77
1,17,0.3,16
2,17,0.3,50
3,17,0.3,32
1,13,0.4,10
2,13,0.4,28
3,13,0.4,14
1,19,0.5,18
2,19,0.5,26
3,19,0.5,19
1,14,0.1,13
2,14,0.1,132
3,14,0.1,46
1,18,0.2,18
2,18,0.2,63
3,18,0.2,43
1,11,0.3,15
2,11,0.3,16
3,11,0.3,17
1,13,0.4,13
2,13,0.4,41
3,13,0.4,16
1,12,0.5,14
2,12,0.5,16
3,12,0.5,12
1,10,0.1,9
2,10,0.1,87
3,10,0.1,51
1,16,0.2,16
2,16,0.2,50
3,16,0.2,41
1,11,0.3,11
2,11,0.3,31
3,11,0.3,13
1,10,0.4,12
2,10,0.4,28
3,10,0.4,14
1,11,0.5,8
2,11,0.5,23
3,11,0.5,11
1,16,0.1,15
2,16,0.1,109
3,16,0.1,76
1,10,0.2,11
2,10,0.2,53
3,10,0.2,19
1,12,0.3,10
2,12,0.3,30
3,12,0.3,15
1,18,0.4,24
2,18,0.4,18
3,18,0.4,18
1,13,0.5,14
2,13,0.5,8
3,13,0.5,13
1,17,0.1,18
2,17,0.1,151
3,17,0.1,119
1,10,0.2,9
2,10,0.2,18
3,10,0.2,25
1,14,0.3,13
2,14,0.3,38
3,14,0.3,25
1,18,0.4,19
2,18,0.4,28
3,18,0.4,24
1,14,0.5,17
2,14,0.5,16
3,14,0.5,14
1,15,0.1,15
2,15,0.1,148
3,15,0.1,73
1,10,0.2,8
2,10,0.2,21
3,10,0.2,25
1,19,0.3,23
2,19,0.3,50
3,19,0.3,35
1,11,0.4,10
2,11,0.4,35
3,11,0.4,13
1,17,0.5,11
2,17,0.5,23
3,17,0.5,17
1,12,0.1,15
2,12,0.1,81
3,12,0.1,83
1,10,0.2,11
2,10,0.2,41
3,10,0.2,23
1,12,0.3,9
2,12,0.3,30
3,12,0.3,18
1,18,0.4,17
2,18,0.4,17
3,18,0.4,20
1,14,0.5,15
2,14,0.5,16
3,14,0.5,14
1,14,0.1,15
2,14,0.1,52
3,14,0.1,69
1,12,0.2,13
2,12,0.2,51
3,12,0.2,34
1,11,0.3,13
2,11,0.3,27
3,11,0.3,23
1,17,0.4,12
2,17,0.4,31
3,17,0.4,23
1,18,0.5,25
2,18,0.5,31
3,18,0.5,18
1,13,0.1,14
2,13,0.1,62
3,13,0.1,72
1,12,0.2,12
2,12,0.2,15
3,12,0.2,23
1,18,0.3,24
2,18,0.3,24
3,18,0.3,27
1,17,0.4,13
2,17,0.4,26
3,17,0.4,24
1,11,0.5,9
2,11,0.5,11
3,11,0.5,11
1,17,0.1,14
2,17,0.1,112
3,17,0.1,136
1,13,0.2,12
2,13,0.2,22
3,13,0.2,36
1,11,0.3,14
2,11,0.3,17
3,11,0.3,19
1,17,0.4,25
2,17,0.4,21
3,17,0.4,19
1,12,0.5,16
2,12,0.5,12
3,12,0.5,12
1,11,0.1,11
2,11,0.1,58
3,11,0.1,53
1,17,0.2,17
2,17,0.2,36
3,17,0.2,51
1,13,0.3,10
2,13,0.3,30
3,13,0.3,20
1,16,0.4,12
2,16,0.4,32
3,16,0.4,24
1,16,0.5,14
2,16,0.5,14
3,16,0.5,16
1,18,0.1,19
2,18,0.1,110
3,18,0.1,92
1,14,0.2,14
2,14,0.2,30
3,14,0.2,32
1,11,0.3,13
2,11,0.3,10
3,11,0.3,19
1,15,0.4,16
2,15,0.4,41
3,15,0.4,20
1,14,0.5,12
2,14,0.5,20
3,14,0.5,14
1,16,0.1,15
2,16,0.1,79
3,16,0.1,86
1,10,0.2,14
2,10,0.2,109
3,10,0.2,31
1,14,0.3,19
2,14,0.3,51
3,14,0.3,19
1,16,0.4,15
2,16,0.4,15
3,16,0.4,23
1,11,0.5,9
2,11,0.5,17
3,11,0.5,11
1,16,0.1,15
2,16,0.1,117
3,16,0.1,86
1,18,0.2,18
2,18,0.2,95
3,18,0.2,37
1,13,0.3,14
2,13,0.3,23
3,13,0.3,17
1,15,0.4,12
2,15,0.4,24
3,15,0.4,18
1,18,0.5,23
2,18,0.5,22
3,18,0.5,18
1,14,0.1,14
2,14,0.1,81
3,14,0.1,80
1,15,0.2,16
2,15,0.2,72
3,15,0.2,50
1,17,0.3,17
2,17,0.3,37
3,17,0.3,24
1,19,0.4,17
2,19,0.4,35
3,19,0.4,25
1,17,0.5,16
2,17,0.5,30
3,17,0.5,17
1,13,0.1,11
2,13,0.1,99
3,13,0.1,68
1,13,0.2,13
2,13,0.2,47
3,13,0.2,44
1,16,0.3,21
2,16,0.3,27
3,16,0.3,32
1,14,0.4,28
2,14,0.4,21
3,14,0.4,19
1,19,0.5,18
2,19,0.5,25
3,19,0.5,19
1,10,0.1,9
2,10,0.1,27
3,10,0.1,48
1,14,0.2,16
2,14,0.2,39
3,14,0.2,36
1,17,0.3,20
2,17,0.3,27
3,17,0.3,23
1,10,0.4,15
2,10,0.4,11
3,10,0.4,10
1,13,0.5,16
2,13,0.5,19
3,13,0.5,13
1,13,0.1,12
2,13,0.1,77
3,13,0.1,42
1,13,0.2,16
2,13,0.2,45
3,13,0.2,28
1,15,0.3,15
2,15,0.3,19
3,15,0.3,26
1,10,0.4,10
2,10,0.4,13
3,10,0.4,11
1,12,0.5,15
2,12,0.5,19
3,12,0.5,12
1,15,0.1,15
2,15,0.1,144
3,15,0.1,92
1,17,0.2,21
2,17,0.2,55
3,17,0.2,50
1,14,0.3,12
2,14,0.3,22
3,14,0.3,24
1,17,0.4,15
2,17,0.4,23
3,17,0.4,23
1,17,0.5,33
2,17,0.5,24
3,17,0.5,17
1,18,0.1,20
2,18,0.1,154
3,18,0.1,112
1,14,0.2,14
2,14,0.2,25
3,14,0.2,39
1,15,0.3,15
2,15,0.3,51
3,15,0.3,23
1,13,0.4,11
2,13,0.4,40
3,13,0.4,17
1,10,0.5,12
2,10,0.5,16
3,10,0.5,10
1,18,0.1,17
2,18,0.1,109
3,18,0.1,91
1,14,0.2,10
2,14,0.2,28
3,14,0.2,27
1,14,0.3,13
2,14,0.3,14
3,14,0.3,24
1,15,0.4,14
2,15,0.4,18
3,15,0.4,19
1,19,0.5,15
2,19,0.5,15
3,19,0.5,19
1,16,0.1,16
2,16,0.1,135
3,16,0.1,107
1,13,0.2,14
2,13,0.2,13
3,13,0.2,34
1,15,0.3,14
2,15,0.3,40
3,15,0.3,24
1,17,0.4,16
2,17,0.4,24
3,17,0.4,22
1,17,0.5,23
2,17,0.5,21
3,17,0.5,17
1,15,0.1,15
2,15,0.1,122
3,15,0.1,66
1,16,0.2,18
2,16,0.2,61
3,16,0.2,36
1,15,0.3,12
2,15,0.3,21
3,15,0.3,34
1,12,0.4,10
2,12,0.4,39
3,12,0.4,13
1,11,0.5,11
2,11,0.5,8
3,11,0.5,11
1,17,0.1,16
2,17,0.1,159
3,17,0.1,78
1,11,0.2,10
2,11,0.2,34
3,11,0.2,24
1,12,0.3,11
2,12,0.3,16
3,12,0.3,30
1,15,0.4,14
2,15,0.4,13
3,15,0.4,18
1,13,0.5,15
2,13,0.5,9
3,13,0.5,13
1,11,0.1,9
2,11,0.1,86
3,11,0.1,51
1,16,0.2,17
2,16,0.2,58
3,16,0.2,44
1,12,0.3,12
2,12,0.3,29
3,12,0.3,18
1,13,0.4,11
2,13,0.4,21
3,13,0.4,14
1,12,0.5,9
2,12,0.5,19
3,12,0.5,12
1,14,0.1,15
2,14,0.1,53
3,14,0.1,67
1,11,0.2,12
2,11,0.2,42
3,11,0.2,20
1,11,0.3,12
2,11,0.3,54
3,11,0.3,15
1,10,0.4,8
2,10,0.4,11
3,10,0.4,15
1,16,0.5,19
2,16,0.5,18
3,16,0.5,16
1,14,0.1,14
2,14,0.1,79
3,14,0.1,113
1,19,0.2,17
2,19,0.2,117
3,19,0.2,61
1,13,0.3,18
2,13,0.3,14
3,13,0.3,25
1,19,0.4,14
2,19,0.4,23
3,19,0.4,25
1,17,0.5,12
2,17,0.5,20
3,17,0.5,17
1,14,0.1,15
2,14,0.1,50
3,14,0.1,81
1,11,0.2,8
2,11,0.2,18
3,11,0.2,23
1,13,0.3,19
2,13,0.3,24
3,13,0.3,16
1,12,0.4,11
2,12,0.4,25
3,12,0.4,14
1,14,0.5,20
2,14,0.5,22
3,14,0.5,14
1,14,0.1,14
2,14,0.1,67
3,14,0.1,52
1,12,0.2,9
2,12,0.2,53
3,12,0.2,30
1,12,0.3,14
2,12,0.3,24
3,12,0.3,20
1,19,0.4,24
2,19,0.4,25
3,19,0.4,22
1,13,0.5,16
2,13,0.5,15
3,13,0.5,13
1,19,0.1,19
2,19,0.1,77
3,19,0.1,72
1,12,0.2,11
2,12,0.2,39
3,12,0.2,18
1,19,0.3,18
2,19,0.3,30
3,19,0.3,31
1,15,0.4,11
2,15,0.4,25
3,15,0.4,19
1,12,0.5,8
2,12,0.5,16
3,12,0.5,12
1,14,0.1,15
2,14,0.1,39
3,14,0.1,86
1,18,0.2,16
2,18,0.2,70
3,18,0.2,44
1,11,0.3,9
2,11,0.3,39
3,11,0.3,12
1,19,0.4,22
2,19,0.4,19
3,19,0.4,25
1,19,0.5,14
2,19,0.5,36
3,19,0.5,19
1,12,0.1,17
2,12,0.1,137
3,12,0.1,50
1,11,0.2,13
2,11,0.2,63
3,11,0.2,17
1,13,0.3,14
2,13,0.3,29
3,13,0.3,23
1,11,0.4,9
2,11,0.4,13
3,11,0.4,15
1,16,0.5,22
2,16,0.5,23
3,16,0.5,16
1,14,0.1,13
2,14,0.1,59
3,14,0.1,61
1,15,0.2,20
2,15,0.2,32
3,15,0.2,50
1,11,0.3,12
2,11,0.3,21
3,11,0.3,17
1,15,0.4,18
2,15,0.4,37
3,15,0.4,15
1,12,0.5,6
2,12,0.5,9
3,12,0.5,12
1,14,0.1,12
2,14,0.1,82
3,14,0.1,82
1,17,0.2,20
2,17,0.2,76
3,17,0.2,37
1,17,0.3,16
2,17,0.3,36
3,17,0.3,23
1,12,0.4,13
2,12,0.4,25
3,12,0.4,17
1,15,0.5,14
2,15,0.5,24
3,15,0.5,15
1,15,0.1,16
2,15,0.1,82
3,15,0.1,70
1,12,0.2,10
2,12,0.2,37
3,12,0.2,20
1,17,0.3,16
2,17,0.3,46
3,17,0.3,29
1,10,0.4,10
2,10,0.4,20
3,10,0.4,13
1,17,0.5,20
2,17,0.5,20
3,17,0.5,17
1,10,0.1,9
2,10,0.1,44
3,10,0.1,54
1,16,0.2,13
2,16,0.2,52
3,16,0.2,30
1,18,0.3,14
2,18,0.3,51
3,18,0.3,31
1,14,0.4,15
2,14,0.4,23
3,14,0.4,18
1,16,0.5,18
2,16,0.5,25
3,16,0.5,16
1,16,0.1,18
2,16,0.1,88
3,16,0.1,78
1,13,0.2,11
2,13,0.2,39
3,13,0.2,31
1,19,0.3,17
2,19,0.3,57
3,19,0.3,40
1,12,0.4,11
2,12,0.4,16
3,12,0.4,15
1,14,0.5,20
2,14,0.5,16
3,14,0.5,14
1,17,0.1,16
2,17,0.1,126
3,17,0.1,84
1,13,0.2,12
2,13,0.2,46
3,13,0.2,33
1,18,0.3,21
2,18,0.3,86
3,18,0.3,36
1,13,0.4,14
2,13,0.4,28
3,13,0.4,13
1,18,0.5,21
2,18,0.5,24
3,18,0.5,18
1,16,0.1,14
2,16,0.1,155
3,16,0.1,81
1,15,0.2,16
2,15,0.2,26
3,15,0.2,38
1,15,0.3,16
2,15,0.3,26
3,15,0.3,24
1,14,0.4,20
2,14,0.4,21
3,14,0.4,19
1,16,0.5,21
2,16,0.5,24
3,16,0.5,16
1,19,0.1,18
2,19,0.1,168
3,19,0.1,74
1,10,0.2,14
2,10,0.2,72
3,10,0.2,23
1,10,0.3,8
2,10,0.3,56
3,10,0.3,16
1,17,0.4,12
2,17,0.4,35
3,17,0.4,21
1,15,0.5,15
2,15,0.5,26
3,15,0.5,15
1,12,0.1,10
2,12,0.1,188
3,12,0.1,60
1,13,0.2,10
2,13,0.2,31
3,13,0.2,42
1,17,0.3,18
2,17,0.3,64
3,17,0.3,25
1,18,0.4,22
2,18,0.4,43
3,18,0.4,24
1,19,0.5,26
2,19,0.5,27
3,19,0.5,19
1,16,0.1,16
2,16,0.1,93
3,16,0.1,71
1,15,0.2,13
2,15,0.2,42
3,15,0.2,32
1,13,0.3,14
2,13,0.3,29
3,13,0.3,21
1,18,0.4,22
2,18,0.4,44
3,18,0.4,21
